id,text,label
125,white knowledge recognition feel pride stick white race,normal
126,problem class inside race white white join fight white enemy,hateful
127,person white christian pagan brother sister matter profession,normal
128,progress skinhead klan,normal
129,precipitous decline,normal
130,year class divide,normal
131,talk fear create division,normal
132,black woman london transport,hateful
133,racist woman rant london youtube original racist black girl fight south london railway balham mitcham youtube,normal
134,quote trotis south chocolate overseas company base swiss mar bar taste compare england quote thought stuff taste,normal
135,ha type sugar sugar originally grown,normal
136,btw recall mar bar,normal
137,drink diet aspartame water fish,normal
138,avoid gmo stuff label stuff hard,normal
139,avoid high fructose corn syrup bad gm corn,normal
140,avoid soya,normal
141,pesticide fresh fruit veggie,normal
142,edible chemical process process food,normal
143,safe thing eat grass lucky garden grow food space hope government doe chemical spray,normal
144,deliberately poison surprised long,normal
145,check living actual planet ape,hateful
146,youtube xa kenya hack death panga film crew xc rlm,normal
147,racist attack black young white girl,normal
148,negro hold camera laugh glee dailymotion agression raciste contre une jeune fille blanche une vido news politics,normal
149,popeye chicken youtube popeyes freakout ghetto vers,normal
150,doe alot profanity forewarn,normal
151,negro rainforest music,normal
152,click video video comment hat white youtube baka rainforest people yodeller,normal
153,muslim michigan high school student wear hijab school class lesson explore religion identity pamela geller atlas shrug,normal
154,watch video,normal
155,hear utter monkey gibberish feel smash computer screen fist,hateful
156,expensive,normal
157,hope catch word,normal
158,post forum feel free,normal
159,hard average white disenfranchisement realize plan,normal
160,disenfranchisement destroy white cultural identity pride,normal
161,contribute participate opportunity instill pride white ethnic heritage white ethnic heritage long recognize,normal
162,crap thought wtf,normal
163,picture baby monkey save rainforest comercial,hateful
164,thing hold traitor billion anti european people earth flourish technology,normal
165,save picture black guy laptop white girl sit laugh hang laptop laptop,normal
166,living room sit couch imply couple,normal
167,sad white care happy,normal
168,sex sleaze condense shelf check hour hour lethal spirit,normal
169,husband tom brady good white nordic guy photo white child,normal
170,celebrate black history month,normal
171,dream day black occupation history,hateful
172,pathological killer,hateful
173,jew poison biblical time,hateful
174,bad shape tribe charge white house congress,hateful
175,jew represent snake,hateful
176,cut head rest problem crumble ease,hateful
177,hate beautiful white female victim sick violent merciless animal,hateful
178,separation answer,hateful
179,white white europeons child,normal
180,amish group white large family,normal
181,honestly idea private school people average parent poor teacher,normal
182,muslim ultra strict racialist private school white,normal
183,prison kike food regular prison population,hateful
184,care kosher,hateful
185,local diamond hilton situate sunny beach,normal
186,care alaska white land,normal
187,concerned zog control,hateful
188,white european grow set ball deport black brown animal country,hateful
189,eurorus update video photo gvideo video google videoplay docid gvideo fascinate conversation alfred vierling duke,normal
190,kris roman jan kristel alfred vierling david duke thiery van roy frederik ranson andreas thierry stephanos gekas,normal
191,robert steuckers david duke gunther van den eynde david duke euro,normal
192,euro great europe gibraltar vladivostok,normal
193,eurorus org,normal
195,ignore genocide serb turn people,normal
196,traitor,normal
197,woodland rain oak forest,normal
198,finn mixed swede blond hair blue eye ethnical finn tatar dark hair dark eye short height round face,normal
199,reason alcoholism life year,normal
200,aid year,normal
201,emmigration year,normal
202,heart disease year,normal
203,high mortality rate country war,normal
204,low birthrate,normal
205,guardian art html attaboy putin,normal
206,audience clap till hand numb,normal
207,worthless cheney cheap word crocodile tear,normal
208,long love tchaikovsky ballet mussorgsky opera enjoy traditional music,normal
209,zaporojie ukraine ha famous cossack enclave opportunity dine cossack restaurant listen traditional cossack music played live,normal
210,listen music brings memory visit ukraine,normal
211,people thing,normal
212,thread,normal
213,great,normal
214,kveldulf fit open unnecessary comment,normal
215,work,normal
216,hispanic woman threw year granddaughter story death walkway shopping mall newsjax video html negro police arrest year burglarize thanksgiving weekend,normal
217,jacksonville police brian williams broke braddock road family town bake brownie drank orange juice surfed porn website load victim car bottle liquor,normal
218,newsjax news html,normal
219,sex male race black height weight eye brown hair black custody misdemeanor count criminal trespass deg dude olde version cornielious planet ape,hateful
220,site odin rage host picture zip file geocities odin rage room,normal
221,ruin spirit mood orthodox christian day christmas,normal
222,january,normal
223,communist party jew kill gentile stood property jew communist,hateful
224,newnation vg forum showthread php coach accuse fondle student student mother alert deputy note post march update march pedophile alert robert bennett clickorlando educatio html,normal
225,turn website friend,normal
226,statistic jew rat,hateful
227,ifamericaknew org,normal
228,sort black computer genius ubiquity television cinema,normal
229,met black professional exclusively sale,normal
230,heard death mask franco,normal
231,day ebay authenticity mask,normal
232,group genuine thief steal money send good order,normal
233,comrade,normal
234,white average white girl,normal
235,swede hide female,normal
236,thread great fear action die rise multiculturatism,normal
237,norwegian uncle ha visit ha share thing christmas celebrate norway,normal
238,talk person denmark learn gingerbread dance tree custom jul dinner place tree desert dance tree open,normal
239,pretty hope gdelig jul,normal
240,wait tomorrow,normal
241,actualy write epost summer cancel trip body cool shann,normal
242,lol heard specific word dictionary,normal
243,sture alln horace engdahl svenska akademins ordlista,normal
244,bit wrong race nation learn,normal
245,damn angry swede,normal
246,black brown detroying doe madex madex madex,hateful
247,thing manipulate mind foreigner reckon live amongest superiour pagan blood,hateful
248,jotunheim,normal
249,figure,normal
250,pretty billion abroad year stay,normal
251,hmm view number asylum seeker population,normal
252,estimation,normal
253,instance people legally year,normal
254,caput rate legal immigration annually,normal
255,shockingly achieve white majority doe,normal
256,denmark assume population good job denmark,hateful
258,norway assume population assume population iceland,normal
259,low high denmark high norway,normal
260,caput norway bad norwegian crack low rate,normal
261,good news norge,normal
262,black somalies cross mix black arab,normal
264,read earlier post lot white denmark,normal
265,dare,normal
266,grandma hair year ago,normal
267,eldritch early harbour boat cancel account rough weather,normal
268,day brother day,normal
269,web horror film wait,normal
270,thought agree salem march year parent medium attention,normal
271,afraid son drunk bar year kill,normal
272,damn closing poll,normal
273,ugric _ warspirit,normal
274,contribute land,hateful
275,folk talk shoulder shoulder long time continue loyalty respect earn,normal
276,tourist study year slav,hateful
277,load crap water ye people real rubbish,hateful
278,hate word racist people racist wrong immigrant wrong,hateful
279,reminds joke,normal
280,difference patrcks day martin luther king day patrick day body,normal
281,people country stupid,normal
282,feel close prison terroris people aid kill soldier scatter,normal
283,pole decide leave devastate economy man dog potential ramification welfare scrounge visitor ashore,normal
284,link ban celtic cross link check,normal
285,march pride culture guy contact people city,normal
286,good luck noremorsenoregrets good news job hope figure stat,normal
287,post thread stormfront week english hooligan slash man throat thread dissappeared explanation,normal
288,crude draw swastika wall spraypaint neutral people associate nazi common lowlife scum,normal
289,mod change thread title people day late,normal
290,watch video feel explode hatred creature,hateful
291,feel mix intense hate depression thing degenerate,normal
292,exclusively nigerian asylum seeker,normal
293,shop food shop bus train station clothes shop sell fubu assort gangsta rap crap,normal
294,filth sectarian song folk song sort scum write admire filth place wn forum forum,hateful
295,limerickpit planner doubt total destoration fact,normal
296,early punk scene deck union flag blazer sudden instant nationality transplant,normal
297,arse action sit computer cyber warrior hope follow suit,normal
298,fellow white man rape daughter kill brother white,normal
299,disgrace sister ha wait list year house scumbags,hateful
300,info site ha group orgs year,normal
301,tau anti semitism htm,normal
302,young limerick crowd gang moyross regular fight pole meet break lose east pole work class,normal
303,weekend post blood group bother btw blood group,normal
304,church archbishop dublin ha amnesty immigrant year status resolve,normal
305,thepost post qqqx asp,normal
306,leaflet noticeboard lot people talk,normal
307,joke high standard education,normal
308,good,normal
309,thankfully camp ahead year,normal
310,year year occasion,normal
311,beautiful scenery music campfire good true company,normal
312,forward,normal
313,read cold black white print nigerian close,normal
314,true,normal
315,people foreign aid increase people walk people living rough street care people government ignores,normal
316,copy,normal
317,supremacist build force resistance republican mate,normal
318,jealousy,normal
319,lie lie lie,normal
320,men sooooooo beautiful,normal
321,love darker hair skin eye,normal
322,stun kiss,normal
323,article mainstream school played role drug proscribed health problem,normal
324,active community net,normal
325,touch,normal
326,people multi cultural stuff wrong hat fellow people,normal
327,yeah school calgary problem kid child,normal
328,chapter fraser valley vancouver open chapter,normal
329,native drive truck year ago,normal
330,unusual window,normal
331,work harder white boy brother truck,normal
332,kid ophanage arrest whore mother point biracial kid kid suffer life whore,hateful
333,game fifa,normal
334,btw lead football soccer invent somalia,normal
335,pig bladder football camel doings,normal
336,earlier english subject bad campaign indoctrination rest,normal
337,admit met briton english good,normal
338,base post fact live yard house born felt desire suck milk english nipple,normal
339,mind eye small face youtube,normal
340,man winston churchill reason mess place bastard shot,normal
342,vision left christian screech meek inherit earth member peaceful religion chop humour,normal
344,pollution spread gene pool,hateful
345,god ha chosen kind,hateful
346,link bdp check policy lot latin translates total gobbledegook,normal
347,happy david day welsh compatriot,normal
348,time enemy eternal ally english,normal
349,today assembly diversity embrace culture learn,normal
350,mention burn night culture,normal
351,happen school,normal
352,simple truth sadly prepare future marxism offer,normal
353,ridiculous,normal
354,advocate independence join sovereign nation wale hypothetical scenario,normal
355,ha sunnier clime couple week close explain return,normal
356,care football day sincerely hope team england hiding wear serbia shirt tournament serbia,normal
357,fed people race card,normal
358,buying gun bullet,normal
359,fault bnp gangster,normal
360,yeah iam edinburgh secondary school class black pakis half speak english,normal
361,disgust regular happily carry walk laugh picture negro kid poster burger money,normal
362,ye heard dose matter answer evolve,hateful
363,die beat problem voting bnp election,normal
364,friend forum,normal
365,sign council state ball game play football,normal
366,play scooter bike noisy toy window,normal
368,bad literally sat dog lead,normal
369,stayed stupid face,normal
370,sat minute dog walk,normal
371,black join,normal
372,white child,normal
373,round neighbour,normal
374,foreign,normal
375,open land window earlier stench cooking overpower,normal
376,thankyou vent feel angry,normal
377,write truth white post confirm white,normal
378,hand point post absolute truth,normal
379,time black security guard sat phone proffesionalism whatsoever,hateful
380,homosexual degeneracy foist silent majority,hateful
381,dare speak country suppose free speech label bigot,normal
382,hey browsing forum account decide active online day day life,normal
383,follow cycle water drink ha toilet time,normal
384,agree barrrytheanglosaxon point,normal
385,english team white,normal
386,thing football football fan white patriot wing ultras youtube,normal
387,understand people love breed white shock,normal
388,thing country,normal
389,mysterious happen,normal
390,die white people replace,normal
392,sugar bowl lemon,normal
393,pleasure acquaintance madam,normal
394,competition alien black white woman,normal
395,light brings imagine claim accusation wildly exaggerated,normal
397,hat love,normal
398,andre gide critic essayist novelist,normal
399,yeah black rapist nordic country privileged,hateful
400,true reminds incident muslim extremist abuse royal anglian troop return barking london youtube,normal
401,surely ta town town minority white white suppose hard,normal
402,personal card teacher johann warzecha upper silesian village kaminietz tost gleiwitz toszek gliwice,normal
403,village change dramastein reich today kamieniec,normal
404,moldavia,normal
405,hope day chauvinist transylvania posada ring bell baia ring bell selimbar ring bell,normal
406,budapest trianon ring bell military vastly superior ha,normal
407,ancestral homeland,normal
409,enjoy brit bulgarian,normal
410,girl amaze,normal
411,sport medal politician authority greedy bastard,normal
412,slovenia utterly hate living muslim despise dead,hateful
413,monitor protest people claim demo,normal
414,friend life gdansk told city white exception foreign student man dive bar,normal
415,unification attempt,normal
416,transnistria issue solve hard fact romania simply doe economical power accomplish unification,normal
417,gay issue practically existent romania local gay ngo organizes yearly pride parade bucharest,normal
418,fact year event weekend,normal
419,people attend parade romanian gay arrive western europe,normal
420,vast majority romanian gay simply exist,normal
421,feel great appreciation admiration people sad hear white brother speak pole,normal
422,bulgarian slavic time rest seek ethnonym dig,normal
423,ukraine romania fake ukrainian,hateful
424,csabi csabi romanian listen hungarian music,normal
425,krepublishers jour sey text pdf molecular genetic method support observation small difference hungarian group central european differ,normal
426,source kamla raj int hum genet human chromosomal polymorphism hungarian sample kata dcsey orsolya bellovits gyrgyi bujdos,normal
427,semmelweis university department forensic medicine budapest hungary,normal
428,stormfront documentation gypsy group join kick hungarian,normal
429,concern anti gd video barely ha view watch anarchist,normal
430,litter memorial statue red terrorist,hateful
431,movie ban movie censor block cinema movie ban irishcentral,normal
432,retaliation loyalist mob attack catholic interference psni week,normal
433,stumble accident absolute savage liberal woman great multiculturalism gramme montpellier,hateful
434,start,normal
435,intimidate enemy land freedom antifa scum,hateful
436,logic piece land,normal
437,genius,normal
438,event crowd day,normal
439,video,normal
440,thea charles martell,normal
441,heard stromfront radio honor,normal
442,god bless case,normal
443,power white dumbed negro blood,hateful
444,afreka joos control politician,hateful
445,slav live west western devil obsession football,normal
446,tire,normal
447,hope negro beat negro,normal
448,stupid,normal
449,planning gathering remember good day,normal
450,candle light good drink forbidden flag wall triumph willens telly,normal
451,wanderin lady intrested good oel southernman tennessee send messege,normal
452,hey momofsix kid great gift race lucky awesome parent,normal
453,fun people pic white family lady fine bad,normal
455,dusty bar tampa band play onstage sing johnny good long haired country boy song knew,normal
456,kiss church door grade,normal
457,year married,normal
458,year split,normal
459,time kiss yesterday,normal
460,hope coon life jail death penaltyyou,hateful
461,year young jump chance,normal
462,guy kid,normal
463,lol pillow count,normal
464,build fort night,normal
465,hey permit eye coz eye lethal man drown,normal
466,cal mind people,normal
467,chat,normal
468,link,normal
469,click picture wait load,normal
470,lot lot add,normal
471,herd happen force,normal
472,hamilton people society crap email hammer _ smash _ skull hotmail,normal
473,post profile eurodate day ago,normal
475,input,normal
476,msn manner pic pic year ago small anigif week ago heh robin,normal
477,hole scene connecticut real people hole fake wp people,normal
478,thread pretty dead cool hear ha good friend cookout,normal
479,hey friendly,normal
480,excite site mind people,normal
481,begininning feel socal,normal
482,kalamzoo odinists town,normal
483,jager,normal
484,contact holiday cheer,normal
485,woman texas race,normal
486,email,normal
487,talk,normal
488,opp stand congrats nice boyfriend read opp awhile pic,normal
489,mention lack white woman stormfront white woman florida,normal
490,glass tee hee,normal
491,live manchvagas girl suposed broke mass cute white woman boston mail hammerfist attbi,normal
492,hey braveheart year blond blue female,normal
493,enjoy outdoor sport fishing,normal
494,live reply email address bclaw hotmail eurocatb,normal
495,company work qualify,normal
496,pay poor fair rich,normal
497,work involves sell sport good assist customer question problem,normal
498,interested capable send resume steeltoe worldnet att net acceptable applicant,normal
499,hire website ensure hire undesirable,hateful
500,prior military experience desire year age require,normal
501,response deathstar mod note board decide leave warn,normal
502,stormfront moderator check validity post,normal
503,careful respond thread,normal
504,offer job history net,normal
505,interested position poster provide info reveal,normal
506,white female ohio friend,normal
507,foot inch dark blonde hazel green eye babyface,normal
508,wow hour white knight,normal
510,good luck knight,normal
511,forum post standard judge mike,normal
512,met person month ago ha stormfront aim email hope contact,normal
513,tongue ring suppose ball caught teeth barbell angel closer,normal
514,clast good luck search,normal
515,handsome attitude daughter,normal
516,youtube fpv hexakopter flight base village whitefish mountain ski resort,normal
517,youtube big mtn snow great dog flip youtube year eve firework torchlight parade big mountain youtube,normal
518,file stormfront advanced scout forum solely devote promote pioneer litte europe strategy,normal
519,dream visit iceland year,normal
520,finally summer,normal
521,norway fareo island iceland,normal
522,judge good moderator,normal
523,tom follow link message prouductive delete message spread message community defeat,normal
524,stormfront advanced scout forum solely devote promote ple local militant legionism,normal
525,pack leave country,normal
526,win form proper community gain real strength,normal
527,large secure border mile free zone,normal
528,military spear sharp,normal
529,good strategy start small area grow outwards close community merge big,normal
530,hard white,normal
531,touch stay organize,normal
532,join nationalist coalition ncoal,normal
533,thing difference publically white nationalist nut stereotypical skinhead,normal
534,post read thread guess comment start,normal
535,zuul cousin peckerwood good friend live san bernardino send,normal
536,mopar live san bernardino send,normal
537,whitebyp swp group people sport talk,normal
538,oragus live san bernardino send evllzrd ontario eh,normal
539,week ago doc talk,normal
540,mighty sisto live laguna beach,normal
541,twylytegrl live sb faire send,normal
542,lame thought set,normal
543,wall idea,normal
544,freak government lol favorite augustine florida city wall,normal
545,read,normal
546,carefully study decent input contribute,normal
547,shoe bomber crotch bomber israel ha time month,normal
548,spread duke video internet win war,normal
549,shoe bomber crotch bomber israel create january,normal
550,youtube shoe bomber crotch bomber israel,normal
551,hate nation hate,hateful
552,night job bit,normal
553,ple friend sao paulo introduce mail morning,normal
554,stand country,normal
555,good hold land hard,normal
556,die child,normal
557,die chance people living space,normal
558,dance class time enjoy,normal
559,problem multiracial environment dance white,normal
560,moment dance class small town,normal
561,great idea love white dance class wpww,normal
562,major fish game specie region,normal
563,warm water fish cold water fish bird big game,normal
564,january whitefish amtrak station winter,normal
565,january whitefish lake frozen,normal
566,hungry horse july february march fall,normal
567,documentary series rid europhobic tendency,normal
568,eurocentric pro western european civ documentary stormfront org forum europhobia,normal
569,love scene,normal
570,kinda place,normal
571,cut shoot texas profile population map real estate average statistic relocation travel job hospital school crime house news,normal
572,picture sig mennonite farm creston couple mile type,normal
573,save change eat pork bean night money white mother photo crawl infant reach,normal
574,order publish openly forum permission,normal
575,openly,normal
576,everyones protection,normal
577,lot group suit tie thing hater msm averge public,normal
578,people swastika attract social outcast repeatedly demonstration group,normal
579,idea,normal
580,jew ukar org read website deal kosher tax archive org web archive org web org tax html,normal
581,meaning register trade mark,normal
582,product,normal
583,flyer ha return info,normal
584,time change,normal
585,poll missippi lott step segregationist remark,normal
586,jewish race doubt great threat survival white race,hateful
587,jew responsible massive white immigration europe north,normal
588,fact percent talk illegal activity crazy government agent,normal
589,justifies tolerance policy,normal
590,paragraph essay talk sticker technique,normal
591,essay chock helpful hint info distribution,normal
592,awaken print,normal
593,buy extra copy longer bookseller,normal
594,athenian warrior,normal
595,guy check site work linux lot linux folk konqueror thought,normal
596,question acceptable fashion time change,normal
597,young white pick pro wn idea watch romper stomper springer episode negative image wns decide thay,normal
598,sister daniel wretstrm spoke march remember murder directly speech blood honor,normal
599,ha suffer white people,normal
600,thread gather honour daniel,normal
601,daniel wretstrm march website salemfonden info work fine,normal
602,place white power propaganda fast food restaurant public place movie theatre toilet public toilet public phone terminal,normal
603,link ordain minister internet,normal
604,sieg heil ryan,normal
605,white nationalist christian faith white nationalist racial survival anti racist christian true chirstians ememy,hateful
606,large age demographic user site early,normal
607,large late teen early,normal
608,charlie,normal
609,gene play behave,normal
610,asian white compose calm black control,hateful
612,slowly work destroy eastern europe,hateful
613,obvious international jew ha big plan ukraine,normal
614,notice lot asian share thought,normal
615,ov topic wave,normal
616,law class degree cite impossible treat people equally behavior,normal
617,abandon land people invade land animal,normal
618,plenty open space country develop,hateful
619,click open forum entertainment,normal
620,funny unregistered member open forum member rationalize thought,normal
621,idiot fail surround pet allege savior lip diversified,normal
622,ku klux klan group organization openly pro white suspect pro white tea party,normal
623,funny people spend time figure spaniard ukrainian portuguese white,normal
624,white kill yellow offspring start,normal
625,europe evil yellow invasion,hateful
626,mention business jail gang,normal
627,powerful gang member rape sell prisoner doe,normal
628,eh,normal
629,chew violence mar day rally seattle seek life hand,normal
630,lay die,hateful
631,word deed declare staunchly favor genocide people,hateful
632,mormon generally affirm orthodox christian death jesus christ offering sacrifice animal blood sacrifice obsolete,normal
633,pile burn offering,normal
634,public school public library,normal
635,problem black head hey,hateful
636,shrug college campus place multiculti propaganda laid thickest,normal
637,couple regret cross color,normal
638,lot white recover case jungle fever irreparable damage life,normal
639,saddest figure apartment complex live god month fat blowzy white woman mixed race kid husband family year ago,normal
640,skin crawl hear drunkenly yell kid hate father racial epithet heard,normal
641,doe time week,normal
642,beautiful rainbow,normal
643,gay marriage ha place society race culture destroys moral future offspring race culture alive race culture homosexuality gay marriage genocide mankind,hateful
644,skin color,normal
645,ethnicity culture entirety doe belong,normal
646,doe surprise white hat white live white country great white people brought low white,hateful
647,haha phone type huge response congratulate nomination bad liberal logic,normal
648,specie hunt extinction,normal
649,case seal day slaughter animal large scale,normal
650,coward simpleton utterly incapable generate reason argument free sententiously repeat stock phrase scare word racist,hateful
651,thread cheap shot strawman argument hominems,normal
652,coincidence attack pack herd ethical question inferior suit stand complex scenario settle internally consistent position,hateful
653,decide convenience low risk unenlightened,hateful
654,libtard oppose abortion,hateful
655,buck baby save,normal
656,libtard support white nationalism,hateful
657,legalize drug pedophilia,hateful
658,attract movement,normal
659,dear farhard _,normal
660,heard site bit,normal
661,picked bunch kook,normal
662,white supremacist,normal
663,checked kind supremacist control,normal
664,talk woman huge lip plate,normal
665,hope slogan,normal
666,build pla inside,normal
667,hear liberia nice time year,normal
668,stupid question born poor rich white poor,normal
669,black race invent kind civilization,hateful
670,kind civilization negro today gift white race,hateful
671,doe racial preservation resistance deliberate calculate extermination white race destruction western civilization member site concerned,normal
672,choose identify black white,normal
673,anti white people earth,normal
674,ha white nationalism,normal
675,core white nationalism base preservation european identity history culture,normal
676,white race creator white race,hateful
677,upgraded black,normal
678,asian,normal
679,light skin dark hair,normal
680,native,normal
681,kinda gray brown dark hair sort brown hair,normal
682,jew enemy good set brain,normal
683,intelligent outlier race generally gift high average intelligence deadly,normal
684,chechnya,normal
685,liberal blame whitey mixed hole breeding arab,hateful
686,realize convincing loyal board member terrific joy diversity cultural enrichment somali muslim refugee bring white community,normal
687,civil,normal
688,white white people difference wrong matter political position face genocide people infighting love white,hateful
689,invent metric,normal
690,peanut butter,normal
691,traffic lite,normal
692,beethoven native,normal
693,pick diameter pvc poly pipe cap,normal
694,hand proper authority,normal
695,red hot smoking,normal
696,lot free goody baby,normal
697,free diaper bag change pad formula sample coupon nice stuff,normal
698,breastfeeding mom throw formula stuff shelter,normal
699,link apps meadjohnson form jsp efb efb,normal
700,party school liberal fart,normal
701,debt high pay job,normal
702,law school,normal
703,white house mud hut exact architecture european design built structure,normal
704,pretty simple,normal
705,speed asap,normal
706,straight dope,normal
707,ya virgin shooter,normal
708,yard,normal
709,paper plate,normal
710,minute,normal
711,minute shooter hit paper plate,normal
712,pinkerton security guard rock salt shotgun trespasser ohio shot neighbor mid,normal
713,website teacher channel,normal
714,ha lot video free download,normal
715,locate teacher,normal
716,actively teach kid,normal
717,guess picked batch refugee,normal
719,display,normal
720,guess include warn click,normal
721,civil movement century righteous path freedom bring true equality diversity thought educational field,normal
722,friend online pretty funny country bull,normal
723,glory activist nationalist good pole,normal
724,glory valiant brother sister,normal
725,alot blue bang fit pant pocket taurus,normal
726,country people gypsie,normal
727,picture clear,normal
728,stay dad business rear kid work,normal
729,chose stay dad disciplinarian educational purpose,normal
730,work splendidly,normal
731,equity spps org uploads raci y_glossary pdf version hardcopy photocopy read power position privilege read power presence privilege,normal
732,public school teacher percent white buy,normal
733,week ago heard teacher classroom black latino culture white feel ashamed history culture,normal
734,place hide attempt sort stand,normal
735,great meet weekend meet people,normal
736,hop thing continue grow small meet good turn event year,normal
737,advantage fact highschool place long,normal
738,teacher care tend chalk rebellion,normal
739,good grade trouble involve extracurriculars good citizen teacher time day school liberal,normal
740,perspective write final paper english class basically revisionist perspective holocaust outspokenly debate poli sci teacher,normal
741,happen paper,normal
742,understand public school teacher restrict university professor,normal
743,stay alberta,normal
744,tim hortons staffed nast filipino single town asian,hateful
745,live northern alberta,normal
746,jew,normal
747,remember happen happen nicer guy,normal
748,colt single action army peacemaker psg day list head,normal
749,deport nonwhites sterilize problem,hateful
750,list,normal
751,include gun possession,normal
752,race mixer,normal
753,ha,normal
754,care,normal
755,mixed kid,normal
756,child race good,normal
757,mass kill jew partly fault western zionist people forget imperial lay blame white nordic nazi,normal
758,proper christian church people attend sort music sunday,normal
759,judeo christian faux mega church play christian rock,normal
760,west dingle galway aran island youtube south waterford ring kerry youtube dublin mystical trip youtube belfast northern youtube,normal
761,honestly hate muslim brown black yellow colour skin hate,hateful
762,hate crime,normal
763,meant generally turn friend instinct attack,normal
764,send goodreads goodreads invite join,normal
765,facebook ha van,normal
766,search,normal
