"tweet_id","label"
"849801969178779648","normal"
"847927979300843521","hateful"
"850344938587947009","hateful"
"847806038300663808","hateful"
"849992239552098304","hateful"
"848490129295585280","normal"
"849045857798430721","hateful"
"849709971298291713","hateful"
"850727828215746560","hateful"
"848629141092126721","hateful"
"850727161308872704","hateful"
"847407612983259136","hateful"
"848171005654605824","hateful"
"848211342276177921","hateful"
"847870399912325120","hateful"
"847392014358335488","normal"
"848454981023936512","hateful"
"847643366430883840","normal"
"850047159789596672","hateful"
"847703391081906177","hateful"
"849265366698258434","normal"
"850331185469435904","hateful"
"850173404141453313","normal"
"849102015301079040","hateful"
"850830760634462212","hateful"
"849835724908224512","hateful"
"849848827930607618","hateful"
"849161113061261312","normal"
"847638370993831936","hateful"
"849351169562562561","normal"
"849798504675508226","hateful"
"849471369905569792","hateful"
"849993250400346116","hateful"
"847661947159891972","hateful"
"847799130277675008","hateful"
"848933211375779840","hateful"
"847986514986487808","hateful"
"850227061868314625","hateful"
"849626676615053314","hateful"
"848709868861222914","hateful"
"850236960442425347","hateful"
"847549745342107653","hateful"
"850512136128385024","hateful"
"847937282250297344","normal"
"850214629972127746","hateful"
"848282267961012224","hateful"
"849130645620105217","normal"
"849350926301265920","normal"
"849314419087691776","hateful"
"847472536598102016","normal"
"847549028128759808","normal"
"848704013621055488","normal"
"850119196948168705","normal"
"849835217401647105","hateful"
"848934385776807937","hateful"
"849559676794658818","hateful"
"847569756366540801","normal"
"849411991181680641","hateful"
"848921270162993152","hateful"
"850374596532596736","normal"
"850708043675336704","normal"
"849016992598294530","hateful"
"850201749260337152","hateful"
"850728927114833920","hateful"
"848674083059445762","hateful"
"848915641440624640","hateful"
"849446980048883712","hateful"
"848918065731469314","normal"
"849808365454729216","normal"
"847823675365761026","normal"
"849342420248645634","hateful"
"848648745277378561","hateful"
"847824312874807296","hateful"
"847850531473289217","hateful"
"848421204293799936","hateful"
"849836299540418560","normal"
"849417208879099904","normal"
"848705670379524097","hateful"
"849441439360708608","normal"
"848815535949086720","normal"
"850700565227110400","hateful"
"850346704385781761","normal"
"848940647872688128","hateful"
"848701694183706627","normal"
"848157734897819649","normal"
"850711822730747907","normal"
"848595376957530112","normal"
"850289791870672896","normal"
"848035064088715264","hateful"
"849995326564036609","normal"
"848523000047710208","hateful"
"849396426106916867","normal"
"849369943271407616","hateful"
"850396075533910016","hateful"
"849903014131490816","normal"
"848551382915461122","hateful"
"850409371469324289","hateful"
"849115122538885121","hateful"
"849753311049732096","hateful"
"847543751702487040","hateful"
"848934259935113217","hateful"
"849384682034782209","hateful"
"848103372511207424","hateful"
"850315930798219264","hateful"
"848993584166690816","hateful"
"847582016329613312","normal"
"848210826364407808","hateful"
"850808920876732416","hateful"
"848217956689612806","normal"
"850825316406886401","hateful"
"849596670576738305","hateful"
"848329638413840384","hateful"
"847420439144026112","normal"
"848531476719312897","normal"
"848854366815567873","normal"
"850739798751031296","hateful"
"848891377370906626","hateful"
"849705332381278208","normal"
"848172104587644929","hateful"
"849361659529441280","hateful"
"847619400152645632","hateful"
"849579863996551168","hateful"
"849270290790187008","normal"
"848299368151121920","hateful"
"849611782620684288","normal"
"850511922227273735","hateful"
"848904656524906498","hateful"
"849090703271636992","hateful"
"847579885627359232","normal"
"849839889864634368","hateful"
"848563189851795456","hateful"
"848606701569880064","hateful"
"849729369970950145","normal"
"850157876840738817","hateful"
"850824368502394881","hateful"
"849583466878574592","hateful"
"849287181252399104","hateful"
"847413833111003136","normal"
"848800570701881344","normal"
"849316117772476416","hateful"
"847402160396435457","hateful"
"848464116209651712","normal"
"848447330600833026","normal"
"849165781304713216","hateful"
"848981575870144513","hateful"
"850319575640150016","hateful"
"849019572090920960","hateful"
"849796336228630528","normal"
"847631114852212737","normal"
"849605948343689216","hateful"
"848369039738978304","normal"
"850054428518428673","normal"
"848212181141381120","hateful"
"850703102797766658","normal"
"849016543803580417","hateful"
"848618995078922240","hateful"
"850074682816593922","hateful"
"848220947228368896","normal"
"848658312497217540","hateful"
"847447882479292417","normal"
"850410726258823168","normal"
"848008795145986053","hateful"
"850538069526753281","hateful"
"849589175334522880","normal"
"848250303182929921","hateful"
"847428689344159745","normal"
"849545105778388992","normal"
"848700318418321408","hateful"
"847486411351613441","hateful"
"847565021013884928","hateful"
"849410288277487617","normal"
"849626018121961472","hateful"
"847948653033660418","normal"
"847645539076198404","normal"
"849275974088839170","normal"
"850008698025947136","normal"
"849830725318696960","hateful"
"850216144095006721","normal"
"847948275533611008","hateful"
"849575619335786497","normal"
"848861069326118912","hateful"
"850094815471468544","hateful"
"848318779369156609","hateful"
"849094146807738368","normal"
"850605035784359936","normal"
"848933400094412800","hateful"
"849260945868296192","normal"
"849027033762082816","hateful"
"849320022648524801","hateful"
"849991706909061120","hateful"
"850596538099412994","normal"
"849879203088674816","hateful"
"849897263753297920","hateful"
"849990511515623424","hateful"
"848735047268093952","hateful"
"849954151085649922","hateful"
"847600739710943232","hateful"
"848217256244981761","hateful"
"849836693792333824","hateful"
"847975530112724992","normal"
"849475883001946112","hateful"
"847622696896651265","normal"
"850565781268164608","normal"
"850532071667781632","hateful"
"850377872279838720","normal"
"848015040464736256","hateful"
"849835611674595328","hateful"
"849068699952742400","normal"
"850535703905787904","hateful"
"847875839911964672","normal"
"848618193950093312","hateful"
"850337674049331200","normal"
"848730299307524096","hateful"
"850605035788554241","normal"
"848663505037340672","hateful"
"849563820754444289","normal"
"849715033819033600","hateful"
"850531476068323329","hateful"
"849936853801291776","hateful"
"847600609687556097","normal"
"850467835881050112","hateful"
"849983427340324864","normal"
"850559506593566720","hateful"
"849350557173248000","hateful"
"848425780275286017","hateful"
"849683811428446215","hateful"
"849066082728071168","hateful"
"848010586126520321","hateful"
"850148171204489216","hateful"
"850699269212323841","normal"
"847595081574084608","normal"
"848148943624183808","normal"
"850025013864521728","hateful"
"849800052356861953","hateful"
"849597341665566721","normal"
"850357714442170369","normal"
"849787691734409216","normal"
"848223828706811906","hateful"
"848628641974161408","normal"
"848535666841571329","normal"
"850781607564673024","hateful"
"849035405563490306","hateful"
"850210238510714881","normal"
"848720761485393922","normal"
"848691862739329024","hateful"
"850494029317984256","hateful"
"849123183982673921","hateful"
"849999994815893504","hateful"
"849742238074757123","hateful"
"847754435778543616","normal"
"848247174211276801","normal"
"850096535148924928","hateful"
"847575208982720512","hateful"
"849693999401242624","hateful"
"849559773255266306","hateful"
"849733782374678529","normal"
"850046786492407808","normal"
"850507182663581697","hateful"
"848655229671395328","hateful"
"850038041385283585","normal"
"848993558992482304","normal"
"848163770472030208","normal"
"850390748784668672","hateful"
"848204954372157440","normal"
"848920401963089920","normal"
"848029150090862592","normal"
"849115541948190720","normal"
"849284140386185217","hateful"
"850659419121737729","normal"
"850076972889903105","hateful"
"849440420170010624","hateful"
"848194430834274304","hateful"
"849723237881659392","hateful"
"850116424509116416","hateful"
"849613657478754305","hateful"
"849464617080418304","hateful"
"848540871985209344","hateful"
"848035886176419840","hateful"
"848063866361851905","normal"
"850433673266679809","hateful"
"848689270621696000","hateful"
"849314364536627201","hateful"
"849057991911497728","normal"
"848293378672410624","normal"
"850160762496720898","hateful"
"850362634360819712","normal"
"850729409472417797","hateful"
"850454724507815938","normal"
"848871240517525504","normal"
"849118888998711296","hateful"
"848787111180472320","hateful"
"848399012231303169","hateful"
"847452823361015808","hateful"
"848364677633585154","hateful"
"847694054582214657","hateful"
"847800728307544064","normal"
"850559619827023872","normal"
"849981615388454912","normal"
"847886271124955137","normal"
"849587854124744706","normal"
"850804328122261504","hateful"
"849037964088713216","hateful"
"848656433449250817","normal"
"848562552309075969","normal"
"850339142051540997","hateful"
"847814779208990720","hateful"
"850352618371248128","normal"
"850106987320922112","hateful"
"850747864418369536","normal"
"848153674803290112","normal"
"849297969006489601","hateful"
"847930797881294848","hateful"
"848523436229918723","hateful"
"849955317127499776","hateful"
"847969779746996225","hateful"
"849368827582447616","normal"
"848659902134464513","hateful"
"850396826306060289","normal"
"849767768798797824","hateful"
"848532684670328832","hateful"
"847968362059759616","hateful"
"850389519866224640","hateful"
"849205736269807616","normal"
"848100298065399808","normal"
"850101371164442624","hateful"
"847447391758401536","hateful"
"847923046794969088","normal"
"849757719259209730","hateful"
"848939230189555712","hateful"
"850783864113049600","normal"
"850667103073951744","hateful"
"850649721890844676","normal"
"849958181803610112","hateful"
"848398878013607936","normal"
"849679415781076998","hateful"
"849588873344823297","hateful"
"849216997950988288","normal"
"849094977284182016","normal"
"849283288938278912","hateful"
"849385046968606720","normal"
"848324835965116416","normal"
"848554566354440193","hateful"
"847515498849947649","normal"
"850774343030362112","hateful"
"850153070159949824","hateful"
"850398898329931776","normal"
"847665889830883328","normal"
"849284069082976256","normal"
"849433868654452736","hateful"
"849798613723164672","hateful"
"848086133909188608","hateful"
"848026167936528384","hateful"
"850048812358004736","normal"
"850401507182649344","normal"
"849161142425595905","hateful"
"849833602582011905","hateful"
"847727177013395458","hateful"
"850729740826800130","hateful"
"847631727220596736","hateful"
"850241406371217408","normal"
"848403231684218881","normal"
"850248905811939328","hateful"
"848603694258163713","normal"
"849091651188527105","hateful"
"850536446335361024","normal"
"850491755992461312","hateful"
"849781446432706560","hateful"
"849666069535109120","normal"
"850070505285705728","hateful"
"849007710590783488","hateful"
"847489804564606977","hateful"
"850058413098840068","hateful"
"849842721007128577","hateful"
"850377763219320832","normal"
"850170862372360195","hateful"
"850405495957590016","normal"
"848665325344247809","hateful"
"849816041068924930","normal"
"850589227444305920","normal"
"848189615769083904","normal"
"850518360462938114","hateful"
"850092349199974400","hateful"
"848642793543262208","hateful"
"849286220744204288","normal"
"850700758190366720","hateful"
"849051499133108224","normal"
"850372990114160640","hateful"
"848738683750563840","normal"
"850157650314702848","normal"
"848708358907494400","hateful"
"847483546667057152","hateful"
"849283876157607938","normal"
"848051283458228224","hateful"
"849820671555358721","hateful"
"847942747445178368","hateful"
"850398533404553219","hateful"
"848216916502118401","hateful"
"850511855110025216","normal"
"849856222484463616","hateful"
"850006185646444544","hateful"
"850504070502600706","hateful"
"848853649627295744","hateful"
"849301337036730368","hateful"
"847871297459802112","hateful"
"848238357809438721","hateful"
"850189065651703808","hateful"
"849711065994866688","hateful"
"849450469718192128","normal"
"850089685821132801","normal"
"847411295565389825","normal"
"848569435195678720","normal"
"848971387930804224","normal"
"850532440749875200","normal"
"849830725306073092","hateful"
"849390285633331202","normal"
"849395029382660096","hateful"
"849763117315743744","normal"
"848016214886674432","hateful"
"850526463854084096","hateful"
"847651893446811652","hateful"
"847798987675619328","normal"
"848261678139572224","normal"
"847860216133591040","hateful"
"847941451401089026","normal"
"849247163414568960","normal"
"850587868493996032","hateful"
"850180203112476673","hateful"
"847452324263895044","normal"
"847486616897634304","hateful"
"848890559477559297","hateful"
"849436607530795008","hateful"
"850728973264760832","hateful"
"848241579001303040","hateful"
"847892801660604420","normal"
"849402415581462529","normal"
"850772203935113216","normal"
"847499866687258624","hateful"
"848593317541576704","hateful"
"850111701735407616","normal"
"847398234523803650","hateful"
"850023898162843648","normal"
"849994135398486017","hateful"
"850243914594308096","normal"
"847521513511075840","hateful"
"849119270667780096","hateful"
"847881560951017472","hateful"
"849947956090355712","hateful"
"848802793687330817","normal"
"849511144490455040","normal"
"849026576549335040","hateful"
"850534571481456640","normal"
"848793461331447809","hateful"
"850168211605729280","normal"
"849270555039588352","normal"
"850441826993614850","normal"
"849051620742762496","hateful"
"849747787147292672","normal"
"848658186647293952","normal"
"847862552348504064","hateful"
"847855833086119936","hateful"
"850368422517014528","hateful"
"848608920344121348","normal"
"847503964534784001","hateful"
"850335119743348737","normal"
"847396779083522052","normal"
"849749531977711616","normal"
"847475476813668353","hateful"
"850256195503902721","hateful"
"849577066379042816","hateful"
"849115042817724420","hateful"
"849465502099525635","normal"
"849548784208162818","hateful"
"847685800183513089","hateful"
"848217621145292803","hateful"
"849804582209421312","hateful"
"850136280365228032","hateful"
"850077799159394304","normal"
"849737389471879172","normal"
"849700102113558530","hateful"
"847699821745983488","normal"
"850814331524657152","hateful"
"850035822581751808","hateful"
"848071952983932928","hateful"
"847553079838953473","hateful"
"849806054426779648","normal"
"848682522007318528","hateful"
"850792894470529025","hateful"
"847606100010557444","hateful"
"848075476174159875","normal"
"850027408824643585","normal"
"850232808052105217","normal"
"849497068418813953","hateful"
"847400436524908545","normal"
"848737165378953216","hateful"
"848903561836601345","normal"
"850433069316268034","hateful"
"849270332758401024","hateful"
"849074798500208641","normal"
"847664908346867712","hateful"
"847551616030982144","normal"
"849498028931252224","hateful"
"848591048448278532","hateful"
"850783713101320192","normal"
"847920853178306560","hateful"
"847572298110468096","hateful"
"850565185672630272","normal"
"850361891964825600","hateful"
"850685448967995392","normal"
"850805208917659648","hateful"
"847957893089570817","normal"
"848288752359407616","hateful"
"850196837734563841","hateful"
"850060715792547841","hateful"
"848576192219369473","hateful"
"849030234011832320","hateful"
"847421777122795521","hateful"
"848525982185205760","normal"
"849740468069867520","hateful"
"848693255231479812","hateful"
"848381966558822400","hateful"
"850378165881012226","hateful"
"848423569864486912","normal"
"847519521216843778","hateful"
"848692156328022017","normal"
"849812568164245505","normal"
"849231766124679170","hateful"
"847572805650657282","hateful"
"848422739413274625","normal"
"847666275719434242","hateful"
"849142817515380736","hateful"
"850180421199421440","hateful"
"849360854223114240","normal"
"848920490056056832","hateful"
"850309966502273025","normal"
"850565923870306304","hateful"
"848038503397117953","hateful"
"847630036899291136","hateful"
"847581181650636801","hateful"
"848811018708893696","hateful"
"848866253473292288","normal"
"850753145013710848","hateful"
"848262466652053509","hateful"
"850605035784355840","normal"
"849662504359927809","hateful"
"849046168164347904","hateful"
"848564255213236225","hateful"
"848760284416225280","hateful"
"847952054593228801","normal"
"848574774548856834","hateful"
"850819561855139840","hateful"
"849041390835294208","normal"
"849683073243516929","normal"
"848758854158614528","hateful"
"848619955574755361","normal"
"847944370640871424","hateful"
"848622602172211201","normal"
"847553738344714240","hateful"
"850453743023902720","hateful"
"847449442785656832","normal"
"847647258719920129","hateful"
"850175656478560256","hateful"
"847930621729136640","hateful"
"847481571154075649","hateful"
"848593812494721024","normal"
"849131299935793152","hateful"
"849102371829370880","normal"
"848163241993748482","normal"
"848154522035859456","hateful"
"849024999520337920","normal"
"849008960476762113","hateful"
"850399707792678914","normal"
"849634285082554374","hateful"
"848923950356639744","normal"
"847882483672596480","normal"
"847549846034587649","hateful"
"847716213098659840","hateful"
"848667867096788993","normal"
"850006756063358976","normal"
"847716963858108418","normal"
"849595148023586817","normal"
"849246882379558912","normal"
"850389679216091137","hateful"
"849364809443405825","hateful"
"848378615335092228","normal"
"849158994933334021","normal"
"850672765401276416","hateful"
"847619169453350912","hateful"
"849288364054466561","hateful"
"848000486242308096","hateful"
"850140646618710016","hateful"
"849159947027742720","normal"
"848119134718050304","normal"
"849388943476916230","normal"
"849432232888598529","hateful"
"847883158951415809","normal"
"849495441045676033","hateful"
"847906504460128257","hateful"
"849154586715860992","normal"
"848558370600648705","hateful"
"849618048936017921","hateful"
"849283838392115200","hateful"
"850466799879684096","hateful"
"849093849008021505","hateful"
"848917432395628544","hateful"
"848854933063520256","normal"
"848160410863898629","hateful"
"850136053864333312","normal"
"848640218261581825","normal"
"850736267167924224","normal"
"847848144935297030","hateful"
"850368313456603136","hateful"
"848723470988886016","normal"
"848554461521821696","normal"
"848673084819333120","hateful"
"849717697202049025","hateful"
"849714631161655298","hateful"
"847926947502059520","hateful"
"849508619527872512","normal"
"847643194464419849","hateful"
"850685469952139268","normal"
"850154152273612800","normal"
"849815839725338624","hateful"
"849298119997222912","hateful"
"848689631344381952","hateful"
"848025975027781636","hateful"
"849716308874756097","hateful"
"847809930627350528","hateful"
"849424683124568064","normal"
"850094031145250817","normal"
"847932458800754688","hateful"
"849906344400494592","hateful"
"850824217503203329","hateful"
"848966476379951105","hateful"
"847639667029573632","normal"
"848989796705992705","hateful"
"850684899493388288","hateful"
"848873631258214402","hateful"
"850289968035622912","normal"
"848346193348481024","hateful"
"848915683350114306","normal"
"847662827988852736","hateful"
"848534689547784195","hateful"
"850233026160218114","hateful"
"850462655936638976","normal"
"848732081891024901","hateful"
"849685971503390720","hateful"
"849316423952367616","hateful"
"849956650891046912","hateful"
"847498298004877314","hateful"
"847606053890007047","hateful"
"849668598696034304","hateful"
"849317325711052800","hateful"
"848910184646823936","normal"
"850469085783740416","hateful"
"850280732165406720","normal"
"850595699238596608","hateful"
"849558938613936129","normal"
"848704365959544832","normal"
"848749081400934404","hateful"
"848954711374004226","normal"
"848691359406010368","hateful"
"849659715160346626","normal"
"847928864303198208","normal"
"847936854460686336","hateful"
"850033888990814208","normal"
"848612275799953408","hateful"
"850787538306576384","hateful"
"850586987664781312","normal"
"848171177638068225","normal"
"850492393522704385","hateful"
"849766086887317505","hateful"
"850648446813995012","normal"
"848166958147268608","hateful"
"849431540832624641","hateful"
"849408681859067906","hateful"
"848740898313609216","normal"
"849579499087855617","normal"
"848258062616072192","hateful"
"847678669883449345","hateful"
"849391833348177920","hateful"
"849867433854738433","hateful"
"847831833270251526","hateful"
"847545626535620608","normal"
"850104428799692805","hateful"
"848600905033408512","normal"
"850271194318118912","hateful"
"848981856909504512","normal"
"850465776477884416","normal"
"849749674579963912","hateful"
"848966463805427712","hateful"
"850352580613910530","normal"
"850445597689729025","normal"
"847528950012268544","normal"
"847662676968783872","hateful"
"849160165131640832","normal"
"849595529730420736","hateful"
"849537472145092608","hateful"
"849767617799782402","normal"
"849213869029568512","hateful"
"850135818995986437","hateful"
"850198284731797504","normal"
"849893438535458818","normal"
"848561726031368192","hateful"
"849152007235489792","normal"
"848276215584759809","normal"
"848291533174566912","normal"
"850289791900037120","normal"
"847619345639292930","hateful"
"847661091559583745","normal"
"850368804186140672","hateful"
"847990088537604096","hateful"
"847512181151338496","normal"
"847867338049425410","hateful"
"849470413608550400","hateful"
"848352212157775872","normal"
"847500286113439746","normal"
"849796013246357504","hateful"
"850779225229602817","hateful"
"849468530361761792","hateful"
"849445696583479296","normal"
"847734974224584704","normal"
"848221328918405121","hateful"
"849388364633690114","hateful"
"847906106018062340","normal"
"848677040068993024","hateful"
"848015858375045121","normal"
"850142924117430272","normal"
"847755769567215616","hateful"
"849411877901930496","normal"
"849694213281382400","normal"
"849707739928506372","hateful"
"848034543978270720","normal"
"850533900371730432","hateful"
"850373879294025734","hateful"
"849087448504307712","hateful"
"847697997219504129","normal"
"849611895904579588","normal"
"847541323192205313","hateful"
"850207629666156544","normal"
"849270823458361344","normal"
"849052421863202816","hateful"
"849591582865096704","hateful"
"850548299429838848","normal"
"850379549976256512","hateful"
"848971631200522240","normal"
"850211677144457217","hateful"
"850838838847184899","hateful"
"848684807899029505","hateful"
"850101496976998400","hateful"
"850454774847852548","hateful"
"849320685356941314","normal"
"848488602556403712","hateful"
"847900665972047872","normal"
"847581953415028737","hateful"
"850006449849860096","hateful"
"849749389363073024","normal"
"847483039139545090","hateful"
"850844576650862592","hateful"
"849163516414218241","normal"
"848841817483350016","normal"
"850398944454725632","normal"
"849745216030617601","hateful"
"848643670152810496","hateful"
"849753076139425792","normal"
"849989903341498369","hateful"
"848518176589721600","hateful"
"850105997465202688","normal"
"849866196551970816","hateful"
"848749546985459712","hateful"
"847863122790580224","normal"
"849258186033037313","hateful"
"848649852556763136","normal"
"850189480904601601","hateful"
"849365757330956289","hateful"
"848189829712158721","hateful"
"850427360868528129","normal"
"847635783104086017","hateful"
"850445870302625795","hateful"
"847592665663320068","hateful"
"849108797499088897","hateful"
"849301819394228224","hateful"
"849802665408077824","normal"
"848230980020318208","hateful"
"848844975769092096","hateful"
"848341487322636288","normal"
"847516736190648320","normal"
"848388199319838720","normal"
"849378554160844801","normal"
"850064289310420992","hateful"
"850389779900485635","hateful"
"848697025906397184","hateful"
"848341567035387905","hateful"
"849185414850138112","normal"
"848516851193827328","normal"
"849903290980716544","hateful"
"850043770800308225","hateful"
"849166410479783936","hateful"
"849701465262362624","normal"
"849882646608048129","hateful"
"848018932761903105","hateful"
"850814490937569281","hateful"
"850539361342963712","normal"
"848949908904325121","hateful"
"849270685067223042","normal"
"849068519618732034","hateful"
"850578989160771584","hateful"
"850138687891529728","normal"
"847760483960672256","normal"
"847715474896859136","normal"
"847963819620085760","normal"
"849762815325872129","normal"
"848531254412705792","normal"
"849655785097482240","normal"
"848010774857621504","normal"
"849343087151394820","hateful"
"848089099273687041","hateful"
"849418509130096641","hateful"
"848675500721676290","hateful"
"848375394076110852","hateful"
"850575780480294912","normal"
"848990727866548224","hateful"
"849462062761869312","hateful"
"848740319504076800","hateful"
"848833110116630528","hateful"
"847626278807023616","hateful"
"849416135128862722","hateful"
"849233724864512000","normal"
"848595938977366016","hateful"
"849030254991638529","hateful"
"849687930247536641","hateful"
"850663240111730688","normal"
"849534485809049605","hateful"
"847930495866417152","hateful"
"847493088700284928","hateful"
"847418526562361347","normal"
"849417762506199042","normal"
"849967094703812608","hateful"
"848899153610592256","normal"
"848328606652612608","normal"
"849982911436775424","normal"
"849691302455332864","normal"
"850015840913248256","hateful"
"850107402586398724","hateful"
"847479905981837312","normal"
"849902301124808704","normal"
"847723569903685632","hateful"
"848931688818376705","hateful"
"849515884074995712","hateful"
"850084119975428098","normal"
"849857837283004416","normal"
"848227448428797952","normal"
"850042772543483909","hateful"
"848598002596012033","normal"
"849988808607055872","normal"
"850079430764527617","normal"
"850213082236207108","hateful"
"850795268425625601","hateful"
"848787685787435008","hateful"
"848270154798686210","hateful"
"850558751635521538","hateful"
"849265672865624064","normal"
"848336642934947840","normal"
"850471937927135233","normal"
"848071302846066688","hateful"
"849237457778253824","normal"
"848383308736020480","normal"
"849614806713638912","hateful"
"848840404015366144","hateful"
"849375274215124994","normal"
"849056465193250816","normal"
"848983182288584706","normal"
"850819561855135744","hateful"
"848992921470816256","hateful"
"847643391575773185","hateful"
"848664641681096704","hateful"
"850168513591431168","normal"
"850016264546381824","hateful"
"847425522665611265","normal"
"848624200197787649","hateful"
"849830259751088129","hateful"
"849992369588064257","hateful"
"849996513572945920","hateful"
"849598260184571904","normal"
"850029300447367168","hateful"
"850356489718030338","hateful"
"850678570301239297","hateful"
"849117311952879621","hateful"
"850025492006805504","normal"
"850330766055813120","hateful"
"848921119197339648","hateful"
"850810443404910593","hateful"
"847962980767674368","hateful"
"848170984674926592","hateful"
"847491465496350720","normal"
"849054833608884224","normal"
"848705469057187841","normal"
"850445182457659392","hateful"
"850319680489349120","hateful"
"850761495898206209","normal"
"850410784979120128","hateful"
"849772961347375104","normal"
"849988183672721409","hateful"
"848385477182967810","hateful"
"850413385455980545","hateful"
"848362270123974657","hateful"
"849046260426301440","hateful"
"850324139025944578","normal"
"849145346693275648","normal"
"849005210789957632","normal"
"848073735538184193","normal"
"849051566225084417","hateful"
"849432920725094401","hateful"
"849461962115252224","hateful"
"847739638290595840","normal"
"849050572200312836","normal"
"849520703321890817","normal"
"850326743709822982","normal"
"850110745438179329","hateful"
"849050626705195008","hateful"
"849808218666782720","hateful"
"850161278412877826","hateful"
"850065711175278592","hateful"
"849811515414724608","normal"
"850583586113585152","normal"
"850516934412165121","normal"
"848072997340676097","hateful"
"849008809494409217","hateful"
"850343680284262402","normal"
"848867067193425921","hateful"
"850763337210228736","hateful"
"850182547724259328","hateful"
"848815145891622912","hateful"
"848534647638249476","normal"
"850489210054344709","hateful"
"848791355824459776","hateful"
"849657391515918337","hateful"
"849299575429050368","hateful"
"850482625026424832","normal"
"849078917277392896","hateful"
"848280737048670209","hateful"
"847420153935536128","hateful"
"850006466631217152","hateful"
"850420461221576704","hateful"
"848882552572190720","hateful"
"850758308235530242","normal"
"850366304372621315","normal"
"848648086763294724","hateful"
"850208204260745217","normal"
"847714485015990272","normal"
"848487247800397825","normal"
"850323379857092608","hateful"
"848882623875342336","hateful"
"850441969616560129","hateful"
"849159800227192833","normal"
"849746264614948865","hateful"
"848187753514893312","hateful"
"848013400504389632","hateful"
"850013974431182848","hateful"
"848267831166853120","normal"
"848610904262549509","hateful"
"850559422707318784","hateful"
"847406849619972096","hateful"
"847978138999021568","normal"
"848689161590652928","normal"
"849287281915592704","normal"
"847799470028972038","hateful"
"848663207220838404","hateful"
"848049437960273922","normal"
"850213094840074240","hateful"
"850783503411228675","hateful"
"847489942968127488","hateful"
"847586864961798145","normal"
"847506699216863234","normal"
"850346603739303938","normal"
"849963642808393729","normal"
"850466539849568257","hateful"
"850743758190657538","normal"
"849230444927348737","hateful"
"847447299470917634","hateful"
"849644384983408645","hateful"
"850447694858420225","hateful"
"850669829384261633","hateful"
"848914500577366017","hateful"
"848906602681835522","normal"
"847928381937037312","hateful"
"848589874005495808","hateful"
"847849415805210625","hateful"
"848700637202178048","hateful"
"849249260558315521","hateful"
"848312865412890624","hateful"
"848973048849944576","hateful"
"848929801385672706","hateful"
